row.names,geneid,genesymbol
670,ENSG00000263929.1,RN7SL186P
671,ENSG00000201273.1,RNU6-776P
672,ENSG00000228397.1,RP1-224A6.3
673,ENSG00000218510.3,LINC00339
674,ENSG00000070831.11,CDC42
675,ENSG00000230068.2,CDC42-IT1
676,ENSG00000271428.1,RP1-224A6.8
677,ENSG00000271840.1,RP1-224A6.9
678,ENSG00000162552.10,WNT4
679,ENSG00000266564.1,MIR4418
680,ENSG00000234397.3,RP11-415K20.1
681,ENSG00000184677.12,ZBTB40
682,ENSG00000237200.1,ZBTB40-IT1
683,ENSG00000070886.6,EPHA8
684,ENSG00000173372.12,C1QA
685,ENSG00000159189.7,C1QC
686,ENSG00000173369.11,C1QB
687,ENSG00000133216.12,EPHB2
688,ENSG00000265422.1,MIR4684
689,ENSG00000216157.2,AL611946.1
690,ENSG00000225952.1,RP11-69E9.1
691,ENSG00000264014.1,MIR4253
692,ENSG00000272796.1,RP1-74M1.3
693,ENSG00000215906.4,LACTBL1
694,ENSG00000227868.2,C1orf234
695,ENSG00000004487.11,KDM1A
696,ENSG00000240553.1,RP1-184J9.2
697,ENSG00000263793.1,MIR3115
698,ENSG00000266802.1,MIR4419A
699,ENSG00000169641.9,LUZP1
700,ENSG00000229010.1,RP5-979D14.1
701,ENSG00000206935.1,RNU6-514P
702,ENSG00000252578.1,RNU6-135P
703,ENSG00000179546.3,HTR1D
704,ENSG00000215381.3,RP5-1057J7.1
705,ENSG00000261326.2,RP5-1057J7.6
706,ENSG00000125944.14,HNRNPR
707,ENSG00000125945.10,ZNF436
708,ENSG00000249087.3,C1orf213
709,ENSG00000271420.1,RP5-1057J7.7
710,ENSG00000204219.5,TCEA3
711,ENSG00000232482.2,RP4-654C18.1
712,ENSG00000088280.14,ASAP3
713,ENSG00000007968.6,E2F2
714,ENSG00000235052.1,RP1-150O5.3
715,ENSG00000117318.8,ID3
716,ENSG00000197880.4,MDS2
717,ENSG00000229239.2,RP11-223J15.2
718,ENSG00000142676.8,RPL11
719,ENSG00000203589.2,RP5-886K2.1
720,ENSG00000244609.2,RN7SL532P
721,ENSG00000011007.8,TCEB3
722,ENSG00000236810.1,RP5-886K2.3
723,ENSG00000057757.5,PITHD1
724,ENSG00000011009.6,LYPLA2
725,ENSG00000117308.10,GALE
726,ENSG00000117305.10,HMGCL
727,ENSG00000179163.11,FUCA1
728,ENSG00000188822.6,CNR2
729,ENSG00000264347.1,RN7SL24P
730,ENSG00000238538.1,snoU13
731,ENSG00000229106.1,RP11-4M23.2
732,ENSG00000232557.3,RP11-4M23.3
733,ENSG00000264926.1,MIR378F
734,ENSG00000230228.2,RP11-4M23.4
735,ENSG00000189266.7,PNRC2
736,ENSG00000188529.10,SRSF10
737,ENSG00000215905.4,RP11-4M23.7
738,ENSG00000225315.2,RP11-293P20.2
739,ENSG00000142661.14,MYOM3
740,ENSG00000230703.1,RP11-293P20.4
741,ENSG00000142677.3,IL22RA1
742,ENSG00000185436.7,IFNLR1
743,ENSG00000230023.2,RP11-10N16.2
744,ENSG00000221032.3,AL590683.1
745,ENSG00000266511.1,AL590683.2
746,ENSG00000232298.2,RP11-10N16.3
747,ENSG00000158055.11,GRHL3
748,ENSG00000001460.13,STPG1
749,ENSG00000001461.12,NIPAL3
750,ENSG00000117602.7,RCAN3
751,ENSG00000266551.1,RN7SL857P
752,ENSG00000264443.1,RP4-594I10.3
753,ENSG00000184454.6,NCMAP
754,ENSG00000227312.2,RP11-496D1.2
755,ENSG00000239106.1,Y_RNA
756,ENSG00000133226.12,SRRM1
757,ENSG00000238986.1,snoU13
758,ENSG00000169504.10,CLIC4
759,ENSG00000238482.1,RNU6-1208P
760,ENSG00000020633.14,RUNX3
761,ENSG00000229162.1,RP11-84D1.1
762,ENSG00000261025.1,RP11-84D1.2
763,ENSG00000264371.1,MIR4425
764,ENSG00000233755.1,RP4-799D16.1
765,ENSG00000233419.2,RP4-781L3.1
766,ENSG00000231953.1,RP4-706G24.1
767,ENSG00000117614.5,SYF2
768,ENSG00000117616.13,C1orf63
769,ENSG00000272432.1,RP3-465N24.6
770,ENSG00000261349.1,RP3-465N24.5
771,ENSG00000187010.14,RHD
772,ENSG00000224183.1,SDHDP6
773,ENSG00000259984.1,RP11-335G20.7
774,ENSG00000183726.6,TMEM50A
775,ENSG00000252515.1,RNU6-1171P
776,ENSG00000238889.1,snoU13
777,ENSG00000188672.12,RHCE
778,ENSG00000238084.3,RP3-469D22.1
779,ENSG00000266468.1,AL031284.1
780,ENSG00000204178.5,TMEM57
781,ENSG00000157978.7,LDLRAP1
782,ENSG00000225643.1,RP11-70P17.1
783,ENSG00000117643.10,MAN1C1
784,ENSG00000233478.1,RP1-187B23.1
785,ENSG00000162430.12,SEPN1
786,ENSG00000228172.1,RP1-317E23.3
787,ENSG00000117640.13,MTFR1L
788,ENSG00000223474.2,AL020996.1
789,ENSG00000272478.1,RP1-317E23.7
790,ENSG00000127423.6,AUNIP
791,ENSG00000236528.1,RP1-125I3.2
792,ENSG00000182749.5,PAQR7
793,ENSG00000207302.1,Y_RNA
794,ENSG00000117632.16,STMN1
795,ENSG00000229786.1,SNRPFP2
796,ENSG00000223624.1,RP1-125I3.4
797,ENSG00000264021.1,MIR3917
798,ENSG00000266763.1,AL033528.1
799,ENSG00000158006.9,PAFAH2
800,ENSG00000207237.1,RNU6-110P
801,ENSG00000252190.1,SCARNA17
802,ENSG00000252691.1,SCARNA18
803,ENSG00000158008.5,EXTL1
804,ENSG00000158014.10,SLC30A2
805,ENSG00000158022.6,TRIM63
806,ENSG00000265320.1,AL391650.1
807,ENSG00000175087.5,PDIK1L
808,ENSG00000197245.4,FAM110D
809,ENSG00000142684.7,ZNF593
810,ENSG00000236782.1,RP11-96L14.7
811,ENSG00000142675.13,CNKSR1
812,ENSG00000188782.3,CATSPER4
813,ENSG00000236155.2,RP11-231P20.2
814,ENSG00000130695.9,CEP85
815,ENSG00000270733.1,RP11-231P20.5
816,ENSG00000142669.9,SH3BGRL3
817,ENSG00000158062.16,UBXN11
818,ENSG00000169442.4,CD52
819,ENSG00000176092.9,AIM1L
820,ENSG00000225854.2,RP11-569G9.7
821,ENSG00000265143.1,RN7SL490P
822,ENSG00000176083.13,ZNF683
823,ENSG00000131914.6,LIN28A
824,ENSG00000117682.12,DHDDS
825,ENSG00000223583.1,RP3-476K8.4
826,ENSG00000225891.1,RP3-476K8.3
827,ENSG00000198830.6,HMGN2
828,ENSG00000224129.1,DPPA2P2
829,ENSG00000117676.9,RPS6KA1
830,ENSG00000238705.1,MIR1976
831,ENSG00000243905.2,RN7SL679P
832,ENSG00000252802.1,Y_RNA
833,ENSG00000229247.2,RP11-492M19.3
834,ENSG00000238316.1,snoU13
835,ENSG00000235069.2,RP4-785J1.1
836,ENSG00000260063.1,RP5-968P14.2
837,ENSG00000117713.13,ARID1A
838,ENSG00000266138.1,RN7SL501P
839,ENSG00000060642.6,PIGV
840,ENSG00000241188.2,RN7SL165P
841,ENSG00000204160.7,ZDHHC18
842,ENSG00000175793.10,SFN
843,ENSG00000142751.10,GPN2
844,ENSG00000198746.8,GPATCH3
845,ENSG00000090273.9,NUDC
846,ENSG00000131910.4,NR0B2
847,ENSG00000175707.7,C1orf172
848,ENSG00000172746.6,RP11-344H11.4
849,ENSG00000224064.1,RP11-344H11.5
850,ENSG00000225294.1,OSTCP2
851,ENSG00000253368.3,TRNP1
852,ENSG00000158246.7,FAM46B
853,ENSG00000090020.6,SLC9A1
854,ENSG00000229985.2,RP11-40H20.5
855,ENSG00000214973.3,CHCHD3P3
856,ENSG00000225159.1,NPM1P39
857,ENSG00000225990.2,SNRPEP7
858,ENSG00000224311.1,RP11-40H20.4
859,ENSG00000142784.11,WDTC1
860,ENSG00000252098.1,Y_RNA
861,ENSG00000243659.1,RP11-4K3__A.3
862,ENSG00000186501.10,TMEM222
863,ENSG00000206888.1,RNU6-48P
864,ENSG00000241547.1,RP11-4K3__A.5
865,ENSG00000142765.13,SYTL1
866,ENSG00000142733.10,MAP3K6
867,ENSG00000142748.8,FCN3
868,ENSG00000174950.6,CD164L2
869,ENSG00000231207.1,RP1-144C9.2
870,ENSG00000181773.6,GPR3
871,ENSG00000158195.6,WASF2
872,ENSG00000241169.1,RP4-752I6.1
873,ENSG00000237429.1,RP1-159A19.4
874,ENSG00000126705.9,AHDC1
875,ENSG00000000938.8,FGR
876,ENSG00000235912.1,RP1-159A19.3
877,ENSG00000233975.1,RP11-288L9.1
878,ENSG00000126709.10,IFI6
879,ENSG00000225886.1,RP11-288L9.4
880,ENSG00000206767.1,RNU6-949P
881,ENSG00000226662.2,CHMP1AP1
882,ENSG00000207095.1,RNU6-424P
883,ENSG00000009780.11,FAM76A
884,ENSG00000231344.1,RP3-426I6.2
885,ENSG00000230833.1,RPEP3
886,ENSG00000117758.9,STX12
887,ENSG00000269971.1,RP3-426I6.5
888,ENSG00000270031.1,RP3-426I6.6
889,ENSG00000223062.1,RNU6-1245P
890,ENSG00000117751.13,PPP1R8
891,ENSG00000252947.1,SCARNA1
892,ENSG00000130775.11,THEMIS2
893,ENSG00000117748.5,RPA2
894,ENSG00000130768.10,SMPDL3B
895,ENSG00000227050.1,RP11-460I13.2
896,ENSG00000158156.7,XKR8
897,ENSG00000158161.11,EYA3
898,ENSG00000238231.2,RP11-460I13.6
899,ENSG00000240750.2,RN7SL559P
900,ENSG00000228589.2,SPCS2P4
901,ENSG00000228943.1,RP5-1053E7.2
902,ENSG00000214812.3,RP5-1053E7.3
903,ENSG00000253005.1,RNU6-176P
904,ENSG00000252429.1,RNU7-29P
905,ENSG00000169403.7,PTAFR
906,ENSG00000126698.6,DNAJC8
907,ENSG00000215902.1,AL353354.1
908,ENSG00000130770.13,ATPIF1
909,ENSG00000270605.1,RP5-1092A3.4
910,ENSG00000271398.1,RP5-1092A3.5
911,ENSG00000130766.4,SESN2
912,ENSG00000130772.9,MED18
913,ENSG00000204138.8,PHACTR4
914,ENSG00000206779.1,Y_RNA
915,ENSG00000229820.2,RP1-308E4.1
916,ENSG00000221216.1,RNU6ATAC27P
917,ENSG00000180198.11,RCC1
918,ENSG00000242125.2,SNHG3
919,ENSG00000200087.1,SNORA73B
920,ENSG00000238821.1,snoU13
921,ENSG00000231468.2,PRDX3P2
922,ENSG00000180098.5,TRNAU1AP
923,ENSG00000197989.9,SNHG12
924,ENSG00000221539.1,SNORD99
925,ENSG00000120656.7,TAF12
926,ENSG00000188060.6,RAB42
927,ENSG00000229388.1,RP11-442N24__B.1
928,ENSG00000270103.2,RNU11
929,ENSG00000162419.8,GMEB1
930,ENSG00000252777.1,SCARNA24
931,ENSG00000198492.10,YTHDF2
932,ENSG00000116329.6,OPRD1
933,ENSG00000226852.2,RP1-212P9.2
934,ENSG00000233427.1,RP1-212P9.3
935,ENSG00000199756.1,Y_RNA
936,ENSG00000159023.14,EPB41
937,ENSG00000225616.2,RP4-604A21.1
938,ENSG00000206704.1,Y_RNA
939,ENSG00000253304.1,TMEM200B
940,ENSG00000225750.1,RP11-242O24.3
941,ENSG00000116350.11,SRSF4
942,ENSG00000227637.1,RP11-242O24.5
943,ENSG00000116353.11,MECR
944,ENSG00000237934.1,RP11-467D18.2
945,ENSG00000060656.15,PTPRU
946,ENSG00000221550.1,AL645859.1
947,ENSG00000230523.1,RP3-437I16.1
948,ENSG00000266678.1,AL139151.1
949,ENSG00000225011.4,RP11-810H18.1
950,ENSG00000221126.1,AC092265.1
951,ENSG00000228176.1,RP4-656G21.1
952,ENSG00000222787.1,AL645944.1
953,ENSG00000270927.1,RP11-179G8.1
954,ENSG00000233399.2,RP11-111I12.1
955,ENSG00000233372.1,RP5-893G23.1
956,ENSG00000231251.1,RP3-357I16.1
957,ENSG00000236335.1,RP4-591L5.1
958,ENSG00000231949.1,RP4-591L5.2
959,ENSG00000162510.5,MATN1
960,ENSG00000186056.5,MATN1-AS1
961,ENSG00000162511.7,LAPTM5
962,ENSG00000264773.1,MIR4420
963,ENSG00000229607.1,RP5-1125N11.1
964,ENSG00000223382.3,RP1-65J11.1
965,ENSG00000222784.1,RN7SKP91
966,ENSG00000235143.1,RP1-65J11.5
967,ENSG00000162512.11,SDC3
968,ENSG00000134644.11,PUM1
969,ENSG00000200154.1,SNORD103A
970,ENSG00000202107.1,SNORD103B
971,ENSG00000200181.1,SNORD85
972,ENSG00000237329.2,RP11-201O14.1
973,ENSG00000232768.1,RP11-201O14.2
974,ENSG00000215900.4,SEPW1P
975,ENSG00000225142.2,RP11-490K7.1
976,ENSG00000084628.5,NKAIN1
977,ENSG00000060688.8,SNRNP40
978,ENSG00000229447.2,RP11-490K7.4
979,ENSG00000121766.10,ZCCHC17
980,ENSG00000229044.1,RP11-266K22.2
981,ENSG00000121769.3,FABP3
982,ENSG00000168528.7,SERINC2
983,ENSG00000268950.1,AC114494.1
984,ENSG00000215899.3,RP11-439L8.2
985,ENSG00000206981.1,RNU6-40P
986,ENSG00000228682.2,RP11-439L8.3
987,ENSG00000223907.1,RP11-439L8.4
988,ENSG00000229167.1,RP11-73M7.1
989,ENSG00000142910.11,TINAGL1
990,ENSG00000121764.7,HCRTR1
991,ENSG00000162517.8,PEF1
992,ENSG00000235790.3,RP11-73M7.6
993,ENSG00000264078.1,RP11-73M7.9
994,ENSG00000084636.13,COL16A1
995,ENSG00000121753.8,BAI2
996,ENSG00000266580.1,MIR4254
997,ENSG00000254545.1,RP11-84A19.3
998,ENSG00000134668.8,SPOCD1
999,ENSG00000203620.2,RP11-84A19.2
1000,ENSG00000269967.1,RP11-84A19.4
1001,ENSG00000184007.13,PTP4A2
1002,ENSG00000212673.1,AL136115.1
1003,ENSG00000228634.1,RP4-534N18.2
1004,ENSG00000121774.13,KHDRBS1
1005,ENSG00000203325.3,RP11-277A4.4
1006,ENSG00000121775.13,TMEM39B
1007,ENSG00000266203.1,MIR5585
1008,ENSG00000025800.9,KPNA6
1009,ENSG00000084652.11,TXLNA
1010,ENSG00000160050.10,CCDC28B
1011,ENSG00000224066.1,RP4-622L5.7
1012,ENSG00000160051.7,IQCC
1013,ENSG00000222046.2,DCDC2B
1014,ENSG00000160055.15,TMEM234
1015,ENSG00000084623.7,EIF3I
1016,ENSG00000220785.3,MTMR9LP
1017,ENSG00000183615.5,FAM167B
1018,ENSG00000182866.12,LCK
1019,ENSG00000252450.1,Y_RNA
1020,ENSG00000116478.7,HDAC1
1021,ENSG00000175130.6,MARCKSL1
1022,ENSG00000233775.1,RP4-811H24.9
1023,ENSG00000162526.6,TSSK3
1024,ENSG00000225828.1,FAM229A
1025,ENSG00000160058.14,BSDC1
1026,ENSG00000224333.1,GAPDHP20
1027,ENSG00000270850.1,RP11-395N6.4
1028,ENSG00000229259.1,LRRC37A12P
1029,ENSG00000263529.1,RN7SL122P
1030,ENSG00000273274.1,ZBTB8B
1031,ENSG00000160062.10,ZBTB8A
1032,ENSG00000176261.11,ZBTB8OS
1033,ENSG00000200591.1,Y_RNA
1034,ENSG00000162521.14,RBBP4
1035,ENSG00000162520.10,SYNC
1036,ENSG00000224409.1,RP11-114B7.6
1037,ENSG00000162522.6,KIAA1522
1038,ENSG00000134684.6,YARS
1039,ENSG00000116497.13,S100PBP
1040,ENSG00000160097.11,FNDC5
1041,ENSG00000121905.5,HPCA
1042,ENSG00000121900.14,TMEM54
1043,ENSG00000221423.1,AL031602.1
1044,ENSG00000116514.12,RNF19B
1045,ENSG00000267885.1,FKSG48
1046,ENSG00000217644.4,RP4-803A2.1
1047,ENSG00000239670.1,RP4-803A2.2
1048,ENSG00000004455.12,AK2
1049,ENSG00000236065.2,RP1-117O3.2
1050,ENSG00000142920.12,ADC
1051,ENSG00000116525.9,TRIM62
1052,ENSG00000160094.10,ZNF362
1053,ENSG00000270115.1,RP11-415J8.7
1054,ENSG00000184389.8,A3GALT2
1055,ENSG00000225313.2,RP11-415J8.3
1056,ENSG00000134686.12,PHC2
1057,ENSG00000266239.1,MIR3605
1058,ENSG00000222112.1,RN7SKP16
1059,ENSG00000233246.1,RP11-415J8.5
1060,ENSG00000221225.1,AL138837.1
1061,ENSG00000234512.1,TLR12P
1062,ENSG00000121903.10,ZSCAN20
1063,ENSG00000235907.2,RP4-580O19.2
1064,ENSG00000121904.13,CSMD2
1065,ENSG00000227000.2,HSPD1P14
1066,ENSG00000176256.6,HMGB4
1067,ENSG00000231163.1,RP5-1007G16.1
1068,ENSG00000201148.1,RNA5SP42
1069,ENSG00000142698.10,C1orf94
1070,ENSG00000221053.1,AC115286.1
1071,ENSG00000270241.1,RP4-657M3.2
1072,ENSG00000207941.1,MIR552
1073,ENSG00000163866.8,SMIM12
1074,ENSG00000189280.3,GJB5
1075,ENSG00000189433.5,GJB4
1076,ENSG00000216162.1,AL121988.1
1077,ENSG00000188910.7,GJB3
1078,ENSG00000255811.1,RP1-34M23.5
1079,ENSG00000187513.8,GJA4
1080,ENSG00000230163.1,RP5-997D16.2
1081,ENSG00000116544.7,DLGAP3
1082,ENSG00000252728.1,SNORD112
1083,ENSG00000241014.1,RP11-244H3.1
1084,ENSG00000243749.1,ZMYM6NB
1085,ENSG00000163867.12,ZMYM6
1086,ENSG00000233940.1,RP11-248I9.2
1087,ENSG00000197056.5,ZMYM1
1088,ENSG00000228348.1,EFCAB14P1
1089,ENSG00000116560.6,SFPQ
1090,ENSG00000201868.1,Y_RNA
1091,ENSG00000263591.1,RN7SL136P
1092,ENSG00000146463.7,ZMYM4
1093,ENSG00000240374.2,RN7SL503P
1094,ENSG00000201542.1,SNORA62
1095,ENSG00000229994.1,RPL5P4
1096,ENSG00000227409.1,ZMYM4-AS1
1097,ENSG00000202129.1,RNY5P1
1098,ENSG00000142687.13,KIAA0319L
1099,ENSG00000236274.1,RP4-728D4.3
1100,ENSG00000020129.11,NCDN
1101,ENSG00000239636.1,RP4-728D4.2
1102,ENSG00000116819.6,TFAP2E
1103,ENSG00000126067.7,PSMB2
1104,ENSG00000239859.2,RN7SL281P
1105,ENSG00000142686.7,C1orf216
1106,ENSG00000092853.9,CLSPN
1107,ENSG00000232335.1,RP11-435D7.3
1108,ENSG00000134698.10,AGO4
1109,ENSG00000092847.6,AGO1
1110,ENSG00000271164.1,RP4-789D17.4
1111,ENSG00000271914.1,RP4-789D17.5
1112,ENSG00000126070.14,AGO3
1113,ENSG00000271554.1,RP4-665N4.8
1114,ENSG00000232862.4,RP4-665N4.4
1115,ENSG00000092850.7,TEKT2
1116,ENSG00000116863.10,ADPRHL2
1117,ENSG00000171812.6,COL8A2
1118,ENSG00000054116.7,TRAPPC3
1119,ENSG00000116871.11,MAP7D1
1120,ENSG00000264592.1,RN7SL131P
1121,ENSG00000054118.9,THRAP3
1122,ENSG00000231849.1,UBE2V2P4
1123,ENSG00000214193.5,SH3D21
1124,ENSG00000142694.6,EVA1B
1125,ENSG00000116883.8,RP11-268J15.5
1126,ENSG00000196182.6,STK40
1127,ENSG00000181817.5,LSM10
1128,ENSG00000222821.1,RNU4-27P
1129,ENSG00000116885.14,OSCP1
1130,ENSG00000201448.1,SNORA63
1131,ENSG00000116898.7,MRPS15
1132,ENSG00000119535.13,CSF3R
1133,ENSG00000230214.1,FTLP18
1134,ENSG00000234481.1,RP4-614N24.1
1135,ENSG00000163873.5,GRIK3
1136,ENSG00000264698.1,MIR4255
1137,ENSG00000207328.1,RNU6-636P
1138,ENSG00000223944.1,RP5-1180C18.1
1139,ENSG00000252368.1,RNA5SP43
1140,ENSG00000230451.2,RPS29P6
1141,ENSG00000233621.1,RP11-422J8.1
1142,ENSG00000163874.8,ZC3H12A
1143,ENSG00000163875.11,MEAF6
1144,ENSG00000263675.1,MIR5581
1145,ENSG00000163877.9,SNIP1
1146,ENSG00000232273.1,FTH1P1
1147,ENSG00000237749.3,RP3-423B22.5
1148,ENSG00000163879.9,DNALI1
1149,ENSG00000134697.8,GNL2
1150,ENSG00000169218.9,RSPO1
1151,ENSG00000116922.10,C1orf109
1152,ENSG00000134690.6,CDCA8
1153,ENSG00000183317.12,EPHA10
1154,ENSG00000200421.1,Y_RNA
1155,ENSG00000238871.1,snoU13
1156,ENSG00000214141.4,ACTN4P2
1157,ENSG00000227416.2,RP11-109P14.2
1158,ENSG00000185090.10,MANEAL
1159,ENSG00000196449.3,YRDC
1160,ENSG00000197982.12,C1orf122
1161,ENSG00000188786.9,MTF1
1162,ENSG00000230610.1,AL929472.1
1163,ENSG00000235673.1,RP11-109P14.8
1164,ENSG00000204084.8,INPP5B
1165,ENSG00000252448.1,SNORA63
1166,ENSG00000222282.1,RNU6-584P
1167,ENSG00000183431.7,SF3A3
1168,ENSG00000212541.1,RNU6-510P
1169,ENSG00000183386.5,FHL3
1170,ENSG00000183520.7,UTP11L
1171,ENSG00000185668.5,POU3F1
1172,ENSG00000224592.1,RP5-884C9.2
1173,ENSG00000223589.2,RP5-884C9.3
1174,ENSG00000265596.1,MIR3659
1175,ENSG00000237290.1,RP11-214L19.1
1176,ENSG00000200796.1,RNU6-753P
1177,ENSG00000238063.1,RP11-329N22.1
1178,ENSG00000215895.4,RP11-334L9.1
1179,ENSG00000116954.7,RRAGC
1180,ENSG00000228436.2,RP5-864K19.4
1181,ENSG00000214114.4,MYCBP
1182,ENSG00000131233.8,GJA9
1183,ENSG00000158315.6,RHBDL2
1184,ENSG00000199963.1,RNU6-605P
1185,ENSG00000207466.1,Y_RNA
1186,ENSG00000235549.1,RP11-781D11.1
1187,ENSG00000174574.11,AKIRIN1
1188,ENSG00000168653.6,NDUFS5
1189,ENSG00000127603.19,MACF1
1190,ENSG00000206654.1,RNU6-608P
1191,ENSG00000222378.1,RNA5SP44
1192,ENSG00000270040.1,RP11-416A14.1
1193,ENSG00000226438.1,RP11-420K8.1
1194,ENSG00000217897.2,RP11-420K8.2
1195,ENSG00000255103.1,KIAA0754
1196,ENSG00000183682.7,BMP8A
1197,ENSG00000237624.1,OXCT2P1
1198,ENSG00000182109.3,RP11-69E11.4
1199,ENSG00000243970.1,PPIEL
1200,ENSG00000090621.9,PABPC4
1201,ENSG00000201457.1,SNORA55
1202,ENSG00000228060.1,RP11-69E11.8
1203,ENSG00000163909.6,HEYL
1204,ENSG00000225903.1,RP1-144F13.3
1205,ENSG00000116981.3,NT5C1A
1206,ENSG00000116983.8,HPCAL4
1207,ENSG00000084072.12,PPIE
1208,ENSG00000225333.5,RP1-144F13.4
1209,ENSG00000252413.1,RNU7-121P
1210,ENSG00000116985.6,BMP8B
1211,ENSG00000198754.5,OXCT2
1212,ENSG00000261798.1,RP1-118J21.25
1213,ENSG00000229213.1,RP1-118J21.24
1214,ENSG00000043514.11,TRIT1
1215,ENSG00000202222.1,Y_RNA
1216,ENSG00000116990.9,MYCL
1217,ENSG00000236546.1,RP1-118J21.5
1218,ENSG00000207356.1,Y_RNA
1219,ENSG00000168389.13,MFSD2A
1220,ENSG00000228477.1,RP3-342P20.2
1221,ENSG00000131236.12,CAP1
1222,ENSG00000131238.12,PPT1
1223,ENSG00000226745.2,RP11-115D7.3
1224,ENSG00000117000.8,RLF
1225,ENSG00000207508.1,RNU6-1237P
1226,ENSG00000188800.5,TMCO2
1227,ENSG00000259943.1,RP1-39G22.7
1228,ENSG00000084073.4,ZMPSTE24
1229,ENSG00000231296.1,RP1-39G22.4
1230,ENSG00000049089.9,COL9A2
1231,ENSG00000227311.2,RP1-228H13.1
1232,ENSG00000084070.7,SMAP2
1233,ENSG00000213172.3,RP1-228H13.2
1234,ENSG00000187801.10,ZFP69B
1235,ENSG00000260920.1,RP1-228H13.5
1236,ENSG00000187815.5,ZFP69
1237,ENSG00000238287.1,RP11-656D10.3
1238,ENSG00000164002.7,EXO5
1239,ENSG00000227278.1,RP11-656D10.5
1240,ENSG00000238186.1,RP11-656D10.6
1241,ENSG00000117010.11,ZNF684
1242,ENSG00000236505.1,RP1-63P18.2
1243,ENSG00000233910.1,GTF2F2P2
1244,ENSG00000117016.5,RIMS3
1245,ENSG00000237899.1,RP4-739H11.3
1246,ENSG00000272145.1,RP4-739H11.4
1247,ENSG00000066136.15,NFYC
1248,ENSG00000198974.1,MIR30E
1249,ENSG00000207962.1,MIR30C1
1250,ENSG00000117013.10,KCNQ4
1251,ENSG00000264582.1,RN7SL326P
1252,ENSG00000179862.5,CITED4
1253,ENSG00000229528.1,RP5-1066H13.4
1254,ENSG00000228940.1,RP11-348A7.1
1255,ENSG00000233118.2,UBE2V1P8
1256,ENSG00000171793.9,CTPS1
1257,ENSG00000171790.11,SLFNL1
1258,ENSG00000010803.12,SCMH1
1259,ENSG00000215893.3,RP4-635E8.1
1260,ENSG00000235358.1,RP11-399E6.1
1261,ENSG00000213987.4,RP11-399E6.2
1262,ENSG00000204060.4,FOXO6
1263,ENSG00000229901.1,RP11-399E6.4
1264,ENSG00000252563.1,RNA5SP45
1265,ENSG00000127129.5,EDN2
1266,ENSG00000127124.9,HIVEP3
1267,ENSG00000230881.1,RP11-486B10.3
1268,ENSG00000230638.3,RP11-486B10.4
1269,ENSG00000264896.1,AL451006.1
1270,ENSG00000227538.1,HNRNPFP1
1271,ENSG00000228776.2,RP11-319C21.1
1272,ENSG00000044012.3,GUCA2B
1273,ENSG00000197273.3,GUCA2A
1274,ENSG00000198815.4,FOXJ3
1275,ENSG00000227527.2,RP11-223A3.1
1276,ENSG00000177181.10,RIMKLA
1277,ENSG00000235002.1,RP11-157D18.2
1278,ENSG00000066185.8,ZMYND12
1279,ENSG00000127125.7,PPCS
1280,ENSG00000186409.10,CCDC30
1281,ENSG00000230116.1,RP11-163G10.2
1282,ENSG00000236876.2,TMSB4XP1
1283,ENSG00000200254.1,RNU6-536P
1284,ENSG00000236180.2,RP11-163G10.4
1285,ENSG00000171960.6,PPIH
1286,ENSG00000234917.1,RP5-994D16.3
1287,ENSG00000065978.13,YBX1
1288,ENSG00000164007.6,CLDN19
1289,ENSG00000117385.11,LEPRE1
1290,ENSG00000164008.9,C1orf50
1291,ENSG00000228452.1,RP5-994D16.9
1292,ENSG00000177868.7,CCDC23
1293,ENSG00000164010.9,ERMAP
1294,ENSG00000228192.3,RP11-342M1.3
1295,ENSG00000164011.13,ZNF691
1296,ENSG00000233708.1,RP11-342M1.7
1297,ENSG00000237090.1,RP11-342M1.6
1298,ENSG00000225099.1,ATP6V1E1P1
1299,ENSG00000117394.15,SLC2A1
1300,ENSG00000227533.1,SLC2A1-AS1
1301,ENSG00000207256.1,RNU6-880P
1302,ENSG00000252803.1,RNU6-870P
1303,ENSG00000186973.6,FAM183A
1304,ENSG00000117395.6,EBNA1BP2
1305,ENSG00000243710.3,WDR65
1306,ENSG00000199240.1,RNA5SP46
1307,ENSG00000179178.6,TMEM125
1308,ENSG00000253313.1,C1orf210
1309,ENSG00000066056.9,TIE1
1310,ENSG00000117400.10,MPL
1311,ENSG00000234694.1,RP1-92O14.3
1312,ENSG00000117399.9,CDC20
1313,ENSG00000066322.8,ELOVL1
1314,ENSG00000159479.12,MED8
1315,ENSG00000229431.1,RP1-92O14.6
1316,ENSG00000198198.9,SZT2
1317,ENSG00000229372.1,SZT2-AS1
1318,ENSG00000178922.12,HYI
1319,ENSG00000229348.1,HYI-AS1
1320,ENSG00000142949.12,PTPRF
1321,ENSG00000066135.8,KDM4A
1322,ENSG00000236200.1,KDM4A-AS1
1323,ENSG00000126091.15,ST3GAL3
1324,ENSG00000229444.1,RP11-184I16.4
1325,ENSG00000252201.1,RNU6-1058P
1326,ENSG00000233674.2,RP11-184I16.3
1327,ENSG00000224751.2,SHMT1P1
1328,ENSG00000117407.12,ARTN
1329,ENSG00000237950.1,RP11-7O11.3
1330,ENSG00000117408.6,IPO13
1331,ENSG00000132768.9,DPH2
1332,ENSG00000117410.9,ATP6V0B
1333,ENSG00000117411.12,B4GALT2
