row.names,geneid,genesymbol
24567,ENSG00000164749.7,HNF4G
24568,ENSG00000221029.1,AC016194.1
24569,ENSG00000238595.1,snoU13
24570,ENSG00000222231.1,RNU2-54P
24571,ENSG00000254300.1,RP11-706J10.1
24572,ENSG00000253661.1,ZFHX4-AS1
24573,ENSG00000253681.1,RP11-115I9.1
24574,ENSG00000254305.1,MRPL9P1
24575,ENSG00000091656.11,ZFHX4
24576,ENSG00000253416.1,RP11-48D4.2
24577,ENSG00000266712.1,hsa-mir-3149
24578,ENSG00000164751.10,PEX2
24579,ENSG00000253952.1,HIGD1AP18
24580,ENSG00000222334.3,AC105242.1
24581,ENSG00000254366.2,RP11-38H17.1
24582,ENSG00000254001.1,RP11-91P17.1
24583,ENSG00000252935.1,RNU6-1220P
24584,ENSG00000254266.1,RP11-594N15.2
24585,ENSG00000171033.8,PKIA
24586,ENSG00000260398.1,RP11-594N15.3
24587,ENSG00000104427.7,ZC2HC1A
24588,ENSG00000104432.8,IL7
24589,ENSG00000254352.1,RP11-578O24.2
24590,ENSG00000253919.1,PRKRIRP7
24591,ENSG00000261618.1,RP11-79H23.3
24592,ENSG00000264969.1,AC009941.1
24593,ENSG00000253659.1,RP11-1114I9.1
24594,ENSG00000253391.1,RP11-758H6.1
24595,ENSG00000240540.2,RPL3P9
24596,ENSG00000104435.9,STMN2
24597,ENSG00000164683.12,HEY1
24598,ENSG00000272138.1,RP11-27N21.3
24599,ENSG00000249328.2,RP11-26J3.1
24600,ENSG00000238884.1,RNU7-85P
24601,ENSG00000147586.5,MRPS28
24602,ENSG00000272518.1,RP11-26J3.3
24603,ENSG00000272264.1,RP11-92K15.3
24604,ENSG00000076554.11,TPD52
24605,ENSG00000254205.1,RP11-92K15.1
24606,ENSG00000241550.2,RN7SL41P
24607,ENSG00000265588.1,MIR5708
24608,ENSG00000241746.1,RP11-941H19.1
24609,ENSG00000253238.1,RP11-941H19.3
24610,ENSG00000213791.4,RP11-941H19.2
24611,ENSG00000206649.1,SNORA20
24612,ENSG00000253237.2,RP11-775E10.1
24613,ENSG00000252884.1,RNU6-1213P
24614,ENSG00000251867.2,Y_RNA
24615,ENSG00000205189.7,ZBTB10
24616,ENSG00000254162.1,RP11-48B3.3
24617,ENSG00000260317.1,RP11-48B3.4
24618,ENSG00000188856.6,RPSAP47
24619,ENSG00000253760.1,RP11-48B3.2
24620,ENSG00000223327.1,RNU2-71P
24621,ENSG00000254181.1,SLC25A51P3
24622,ENSG00000243424.2,RN7SL107P
24623,ENSG00000164684.9,ZNF704
24624,ENSG00000254331.1,CKS1BP7
24625,ENSG00000212429.1,RNU11-6P
24626,ENSG00000243951.1,RN7SL308P
24627,ENSG00000253516.1,HMGB1P41
24628,ENSG00000076641.4,PAG1
24629,ENSG00000254060.1,RP11-172E10.1
24630,ENSG00000254177.1,RP11-1149M10.1
24631,ENSG00000253214.1,RP11-1149M10.2
24632,ENSG00000254014.1,RP11-363E6.1
24633,ENSG00000253677.1,UBE2HP1
24634,ENSG00000272425.1,RP11-363E6.4
24635,ENSG00000254027.1,RP11-363E6.3
24636,ENSG00000164687.6,FABP5
24637,ENSG00000253859.2,RP11-157I4.4
24638,ENSG00000147588.6,PMP2
24639,ENSG00000205186.2,FABP9
24640,ENSG00000170323.4,FABP4
24641,ENSG00000253374.1,RP11-257P3.3
24642,ENSG00000237264.4,FTH1P11
24643,ENSG00000197416.4,FABP12
24644,ENSG00000251521.2,IMPA1P
24645,ENSG00000254151.1,NIPA2P4
24646,ENSG00000240427.1,RPS26P34
24647,ENSG00000205184.2,SLC10A5P1
24648,ENSG00000133731.5,IMPA1
24649,ENSG00000253598.1,SLC10A5
24650,ENSG00000104231.6,ZFAND1
24651,ENSG00000164695.4,CHMP4C
24652,ENSG00000253334.1,RP13-923O23.6
24653,ENSG00000104497.9,SNX16
24654,ENSG00000231942.3,HNRNPA1P36
24655,ENSG00000254689.1,RP11-354A14.1
24656,ENSG00000254123.1,RP11-99H20.1
24657,ENSG00000206228.4,HNRNPA1P4
24658,ENSG00000253503.1,RP11-653B10.1
24659,ENSG00000253836.1,RP11-731N10.1
24660,ENSG00000254394.1,CTD-2272D18.1
24661,ENSG00000253581.1,CTD-2272D18.2
24662,ENSG00000254189.1,RP11-296C13.1
24663,ENSG00000253423.1,RP11-813B8.1
24664,ENSG00000253898.1,RP11-51M18.1
24665,ENSG00000254202.1,RP11-120I21.2
24666,ENSG00000254195.1,TPM3P3
24667,ENSG00000253362.1,RP11-120I21.3
24668,ENSG00000184672.7,RALYL
24669,ENSG00000221185.2,AC103816.1
24670,ENSG00000206701.1,RNU6-1040P
24671,ENSG00000253137.1,RP11-509P12.1
24672,ENSG00000248978.2,RP11-98H4.1
24673,ENSG00000254212.1,RP11-98H4.4
24674,ENSG00000238566.1,snoU13
24675,ENSG00000203413.3,ACTBP6
24676,ENSG00000253655.2,IGJP1
24677,ENSG00000253283.1,RP11-146E23.2
24678,ENSG00000133739.11,LRRCC1
24679,ENSG00000260493.1,RP11-219B4.7
24680,ENSG00000133740.6,E2F5
24681,ENSG00000254208.1,RP11-219B4.3
24682,ENSG00000176731.7,C8orf59
24683,ENSG00000185015.3,CA13
24684,ENSG00000258256.1,RP11-219B4.5
24685,ENSG00000257962.1,RP11-219B4.6
24686,ENSG00000133742.9,CA1
24687,ENSG00000164879.6,CA3
24688,ENSG00000253549.1,RP11-317J10.2
24689,ENSG00000104267.5,CA2
24690,ENSG00000254380.1,RP11-317J10.4
24691,ENSG00000253680.1,RP11-59O2.1
24692,ENSG00000270971.1,REXO1L8P
24693,ENSG00000272628.1,REXO1L3P
24694,ENSG00000205176.2,REXO1L1
24695,ENSG00000270416.1,REXO1L10P
24696,ENSG00000223524.2,REXO1L11P
24697,ENSG00000255940.1,REXO1L10P
24698,ENSG00000271381.1,REXO1L9P
24699,ENSG00000270375.1,REXO1L2P
24700,ENSG00000253154.1,CTA-392E5.1
24701,ENSG00000147614.3,ATP6V0D2
24702,ENSG00000227753.3,RP11-216N21.1
24703,ENSG00000243761.1,RP11-216N21.2
24704,ENSG00000147613.3,PSKH2
24705,ENSG00000253699.1,CTD-3118D11.3
24706,ENSG00000164893.4,SLC7A13
24707,ENSG00000254231.1,CTD-2284J15.1
24708,ENSG00000123124.9,WWP1
24709,ENSG00000176623.7,RMDN1
24710,ENSG00000250569.1,NTAN1P2
24711,ENSG00000254088.1,SLC2A3P4
24712,ENSG00000085719.7,CPNE3
24713,ENSG00000170289.8,CNGB3
24714,ENSG00000253292.1,RP11-298P6.5
24715,ENSG00000205333.5,GOLGA2P1
24716,ENSG00000233915.4,RP11-298P6.2
24717,ENSG00000254115.1,RP11-386D6.1
24718,ENSG00000253778.1,RP11-386D6.2
24719,ENSG00000253568.1,RP11-386D6.3
24720,ENSG00000176571.7,CNBD1
24721,ENSG00000253500.1,AF121898.3
24722,ENSG00000253401.1,AF121898.2
24723,ENSG00000251563.1,AF121898.1
24724,ENSG00000254376.2,SOX5P
24725,ENSG00000176566.3,DCAF4L2
24726,ENSG00000253171.1,CTB-118P15.2
24727,ENSG00000156103.11,MMP16
24728,ENSG00000253553.1,RP11-586K2.1
24729,ENSG00000251904.1,RNA5SP272
24730,ENSG00000250962.1,RP11-69I13.1
24731,ENSG00000271156.1,RP11-642C5.1
24732,ENSG00000253621.1,RP11-255L13.1
24733,ENSG00000248231.1,KRT8P4
24734,ENSG00000251136.4,RP11-37B2.1
24735,ENSG00000104312.6,RIPK2
24736,ENSG00000253349.1,COX6B1P6
24737,ENSG00000207359.1,RNU6-925P
24738,ENSG00000164823.5,OSGIN2
24739,ENSG00000104320.9,NBN
24740,ENSG00000104325.2,DECR1
24741,ENSG00000104327.3,CALB1
24742,ENSG00000253394.1,LINC00534
24743,ENSG00000265157.1,AF070718.1
24744,ENSG00000199354.1,RNA5SP273
24745,ENSG00000254180.1,AB015752.3
24746,ENSG00000253799.1,LINC01030
24747,ENSG00000180694.9,TMEM64
24748,ENSG00000246792.2,RP11-68L18.1
24749,ENSG00000254182.1,RP11-68L18.2
24750,ENSG00000123119.7,NECAB1
24751,ENSG00000254251.1,RP11-662G23.1
24752,ENSG00000253250.2,RP11-122A3.2
24753,ENSG00000155099.3,TMEM55A
24754,ENSG00000253358.1,GS1-251I9.3
24755,ENSG00000254219.1,GS1-251I9.2
24756,ENSG00000253738.1,GS1-251I9.4
24757,ENSG00000155100.6,OTUD6B
24758,ENSG00000214954.4,LRRC69
24759,ENSG00000263888.1,RN7SL777P
24760,ENSG00000253525.1,CTD-2114J12.1
24761,ENSG00000266194.1,MIR4661
24762,ENSG00000147606.4,SLC26A7
24763,ENSG00000239134.1,snoU13
24764,ENSG00000253901.1,RP11-122C21.1
24765,ENSG00000200151.1,RN7SKP231
24766,ENSG00000271202.1,RP11-122C21.4
24767,ENSG00000229182.3,MRPS16P1
24768,ENSG00000079102.12,RUNX1T1
24769,ENSG00000253576.1,GS1-5L10.1
24770,ENSG00000233778.2,RP11-777J24.1
24771,ENSG00000253118.1,RP11-700E23.3
24772,ENSG00000253682.1,RP11-700E23.2
24773,ENSG00000253749.1,RP11-700E23.1
24774,ENSG00000253371.1,RP11-587H10.1
24775,ENSG00000253634.1,RP11-587H10.2
24776,ENSG00000221172.1,AC091096.1
24777,ENSG00000253177.1,RP11-100L22.1
24778,ENSG00000248858.3,RP11-100L22.2
24779,ENSG00000254020.1,RP11-100L22.4
24780,ENSG00000253577.1,RP11-100L22.3
24781,ENSG00000253197.1,CTD-3239E11.2
24782,ENSG00000205133.7,TRIQK
24783,ENSG00000251347.2,IRF5P1
24784,ENSG00000254318.1,C8orf87
24785,ENSG00000246662.2,LINC00535
24786,ENSG00000253960.1,RP11-388K12.1
24787,ENSG00000268080.1,AC016885.1
24788,ENSG00000254089.1,RP11-388K12.2
24789,ENSG00000222416.1,RNA5SP274
24790,ENSG00000253781.1,ZNF317P1
24791,ENSG00000188343.8,FAM92A1
24792,ENSG00000271971.1,CTD-2006H14.2
24793,ENSG00000253854.1,RP11-10N23.2
24794,ENSG00000183808.7,RBM12B
24795,ENSG00000212998.1,RBM12B-AS1
24796,ENSG00000253848.1,RP11-10N23.5
24797,ENSG00000164953.11,TMEM67
24798,ENSG00000254057.1,RP3-388N13.3
24799,ENSG00000254387.1,RP3-388N13.2
24800,ENSG00000164951.11,PDP1
24801,ENSG00000264448.2,MIR378D2
24802,ENSG00000251234.1,PSMA2P2
24803,ENSG00000240509.1,RPL34P18
24804,ENSG00000263855.1,AC105081.1
24805,ENSG00000253585.1,KB-1184D12.1
24806,ENSG00000079112.5,CDH17
24807,ENSG00000249510.1,KB-1247B1.1
24808,ENSG00000164949.3,GEM
24809,ENSG00000244217.1,RPS4XP10
24810,ENSG00000197275.8,RAD54B
24811,ENSG00000265817.1,FSBP
24812,ENSG00000164944.7,KIAA1429
24813,ENSG00000254315.1,RP11-267M23.3
24814,ENSG00000212997.1,AC023632.1
24815,ENSG00000253704.1,RP11-267M23.4
24816,ENSG00000253175.1,RP11-267M23.6
24817,ENSG00000254190.1,RP11-267M23.5
24818,ENSG00000254283.1,RP11-267M23.7
24819,ENSG00000261437.1,RP11-22C11.2
24820,ENSG00000104413.11,ESRP1
24821,ENSG00000241003.1,RP11-22C11.1
24822,ENSG00000253429.1,KB-1090H4.2
24823,ENSG00000199701.1,Y_RNA
24824,ENSG00000156162.12,DPY19L4
24825,ENSG00000164941.9,INTS8
24826,ENSG00000175305.12,CCNE2
24827,ENSG00000272509.1,RP11-347C18.5
24828,ENSG00000243979.2,RP11-347C18.1
24829,ENSG00000156170.8,NDUFAF6
24830,ENSG00000238791.1,snoU13
24831,ENSG00000164938.9,TP53INP1
24832,ENSG00000253878.1,RP11-347C18.3
24833,ENSG00000253528.2,RP11-347C18.4
24834,ENSG00000200525.1,RNU6-1209P
24835,ENSG00000245080.4,MIR3150B
24836,ENSG00000254248.1,RP11-320N21.2
24837,ENSG00000175895.3,PLEKHF2
24838,ENSG00000253773.1,KB-1047C11.2
24839,ENSG00000253351.1,KB-1047C11.1
24840,ENSG00000156172.5,C8orf37
24841,ENSG00000253945.1,RP11-328L11.1
24842,ENSG00000253872.1,RP11-90D11.1
24843,ENSG00000202112.1,RNU6-690P
24844,ENSG00000223297.1,AC116154.1
24845,ENSG00000254079.1,RP11-31K23.1
24846,ENSG00000248762.2,RP11-31K23.2
24847,ENSG00000183663.6,RP11-44N17.1
24848,ENSG00000271349.1,RP11-44N17.2
24849,ENSG00000270131.1,KB-1043D8.8
24850,ENSG00000156466.8,GDF6
24851,ENSG00000156467.5,UQCRB
24852,ENSG00000254224.1,KB-1043D8.6
24853,ENSG00000156469.4,MTERFD1
24854,ENSG00000156471.8,PTDSS1
24855,ENSG00000199732.1,Y_RNA
24856,ENSG00000253105.1,KB-1448A5.1
24857,ENSG00000202095.1,RNU6-1172P
24858,ENSG00000169439.7,SDC2
24859,ENSG00000104324.11,CPQ
24860,ENSG00000272249.1,KB-1958F4.2
24861,ENSG00000270077.1,KB-1958F4.1
24862,ENSG00000260640.1,KB-1000E4.2
24863,ENSG00000180543.3,TSPYL5
24864,ENSG00000207215.1,U3
24865,ENSG00000213750.4,KB-1683C8.1
24866,ENSG00000147649.5,MTDH
24867,ENSG00000202399.1,Y_RNA
24868,ENSG00000252910.1,RNU7-177P
24869,ENSG00000104341.12,LAPTM4B
24870,ENSG00000270682.1,KB-1907C4.2
24871,ENSG00000270861.1,KB-1589B1.4
24872,ENSG00000253639.1,KB-1589B1.3
24873,ENSG00000243504.1,RPS23P1
24874,ENSG00000132561.9,MATN2
24875,ENSG00000156482.6,RPL30
24876,ENSG00000245970.2,KB-1208A12.3
24877,ENSG00000252755.1,RNU6-703P
24878,ENSG00000177459.6,C8orf47
24879,ENSG00000132541.6,HRSP12
24880,ENSG00000104356.6,POP1
24881,ENSG00000104361.5,NIPAL2
24882,ENSG00000254267.1,KB-1458E12.1
24883,ENSG00000104375.11,STK3
24884,ENSG00000253468.1,KB-1517D11.2
24885,ENSG00000156486.7,KCNS2
24886,ENSG00000272321.1,KB-1517D11.4
24887,ENSG00000207378.1,RNU6-748P
24888,ENSG00000253911.1,KB-1205A7.2
24889,ENSG00000254112.1,KB-1205A7.1
24890,ENSG00000240870.2,RPL19P14
24891,ENSG00000253415.1,RP11-44N12.4
24892,ENSG00000254312.1,MRP63P7
24893,ENSG00000223281.1,RN7SKP85
24894,ENSG00000271930.1,RP11-44N12.5
24895,ENSG00000164920.5,OSR2
24896,ENSG00000229625.3,RP11-44N12.2
24897,ENSG00000253948.1,RP11-410L14.2
24898,ENSG00000263842.1,AC104986.1
24899,ENSG00000253180.1,RP11-410L14.1
24900,ENSG00000132549.14,VPS13B
24901,ENSG00000253562.1,CTD-2340D6.2
24902,ENSG00000253532.1,CTD-2340D6.1
24903,ENSG00000236583.1,AP004290.1
24904,ENSG00000237704.1,AP004289.2
24905,ENSG00000225017.1,AP004289.1
24906,ENSG00000206699.1,Y_RNA
24907,ENSG00000207804.1,MIR599
24908,ENSG00000216069.1,MIR875
24909,ENSG00000243254.2,RN7SL350P
24910,ENSG00000235683.1,AC018442.1
24911,ENSG00000253539.1,RP11-402L5.1
24912,ENSG00000253912.1,RP11-402L5.2
24913,ENSG00000164919.6,COX6C
24914,ENSG00000132554.15,RGS22
24915,ENSG00000212414.1,SNORD77
24916,ENSG00000221753.1,MIR1273A
24917,ENSG00000156509.9,FBXO43
24918,ENSG00000147669.6,POLR2K
24919,ENSG00000104450.8,SPAG1
24920,ENSG00000202310.1,Y_RNA
24921,ENSG00000253299.1,RP11-316J7.4
24922,ENSG00000199667.1,Y_RNA
24923,ENSG00000034677.7,RNF19A
24924,ENSG00000253217.1,KB-1991G8.1
24925,ENSG00000253824.1,KB-173C10.2
24926,ENSG00000265599.1,MIR4471
24927,ENSG00000253842.1,KB-173C10.1
24928,ENSG00000253666.1,KB-1615E4.2
24929,ENSG00000254364.1,KB-1615E4.3
24930,ENSG00000186106.7,ANKRD46
24931,ENSG00000251013.1,GAPDHP62
24932,ENSG00000174226.4,SNX31
24933,ENSG00000253740.1,KB-1083B1.1
24934,ENSG00000252764.1,RNU6-1092P
24935,ENSG00000070756.9,PABPC1
24936,ENSG00000264991.1,AP001205.1
24937,ENSG00000221527.1,RNU6ATAC41P
24938,ENSG00000202001.1,Y_RNA
24939,ENSG00000242399.1,RPS20P23
24940,ENSG00000222795.1,RNU4-83P
24941,ENSG00000212994.4,RPS26P6
24942,ENSG00000260368.1,RP11-521I2.3
24943,ENSG00000164924.13,YWHAZ
24944,ENSG00000242315.2,RN7SL685P
24945,ENSG00000252736.1,Y_RNA
24946,ENSG00000248599.1,RP11-302J23.1
24947,ENSG00000253395.1,KB-1460A1.1
24948,ENSG00000253355.1,KB-1460A1.2
24949,ENSG00000202360.1,RN7SKP249
24950,ENSG00000253737.1,KB-1460A1.3
24951,ENSG00000261087.1,KB-1460A1.5
24952,ENSG00000120963.7,ZNF706
24953,ENSG00000271882.1,KB-1410C5.5
24954,ENSG00000253942.1,KB-1410C5.1
24955,ENSG00000253679.1,KB-1410C5.2
24956,ENSG00000253282.1,KB-1410C5.3
24957,ENSG00000239115.1,RNU7-67P
24958,ENSG00000271560.1,KB-1410C5.4
24959,ENSG00000228224.3,NACAP1
24960,ENSG00000254063.2,DUXAP2
24961,ENSG00000253644.1,KB-1930G5.3
24962,ENSG00000239211.2,RN7SL563P
24963,ENSG00000254084.1,KB-1930G5.4
24964,ENSG00000254024.1,KB-1562D12.1
24965,ENSG00000083307.6,GRHL2
24966,ENSG00000253991.1,KB-1562D12.2
24967,ENSG00000253153.1,KB-1562D12.3
24968,ENSG00000104490.13,NCALD
24969,ENSG00000238372.1,snoU13
24970,ENSG00000266756.1,MIR5680
24971,ENSG00000254492.1,KB-1073A2.1
24972,ENSG00000048392.7,RRM2B
24973,ENSG00000246263.2,KB-431C1.4
24974,ENSG00000253328.2,KB-431C1.3
24975,ENSG00000104517.8,UBR5
24976,ENSG00000272037.1,KB-431C1.5
24977,ENSG00000238533.1,snoU13
24978,ENSG00000253923.2,KB-1980E6.2
24979,ENSG00000221387.1,RNU6ATAC8P
24980,ENSG00000271612.1,KB-1980E6.4
24981,ENSG00000240724.2,RPS12P15
24982,ENSG00000253633.1,KB-1980E6.3
24983,ENSG00000252593.1,RNU6-1224P
24984,ENSG00000155087.3,ODF1
24985,ENSG00000253382.3,POU5F1P2
24986,ENSG00000155090.10,KLF10
24987,ENSG00000250684.4,KB-1042C11.1
24988,ENSG00000266799.1,AP003356.1
24989,ENSG00000253669.3,KB-1732A1.1
24990,ENSG00000155096.9,AZIN1
24991,ENSG00000253385.1,KB-1254G8.1
24992,ENSG00000253320.1,KB-1507C5.2
24993,ENSG00000253263.1,KB-1507C5.3
24994,ENSG00000244052.1,RPL5P24
24995,ENSG00000201216.1,Y_RNA
24996,ENSG00000265898.1,AP003354.1
24997,ENSG00000254281.1,KB-1507C5.4
24998,ENSG00000253663.1,NPM1P52
24999,ENSG00000254236.1,KB-1639H6.2
25000,ENSG00000155097.7,ATP6V1C1
25001,ENSG00000253795.1,MTND1P5
25002,ENSG00000253556.1,KB-1639H6.7
25003,ENSG00000253977.1,KB-1639H6.8
25004,ENSG00000265667.1,AP003550.1
25005,ENSG00000250929.2,KB-1639H6.4
25006,ENSG00000236939.2,C8orf56
25007,ENSG00000164929.12,BAALC
25008,ENSG00000265657.1,MIR3151
25009,ENSG00000247081.3,RP11-318M2.2
25010,ENSG00000164930.7,FZD6
25011,ENSG00000164932.8,CTHRC1
25012,ENSG00000266289.1,RP11-1C8.6
25013,ENSG00000207399.1,RNU6-1011P
25014,ENSG00000164933.7,SLC25A32
25015,ENSG00000164934.9,DCAF13
25016,ENSG00000261670.1,RP11-1C8.5
25017,ENSG00000271830.1,RP11-1C8.7
25018,ENSG00000253477.1,RP11-1C8.4
25019,ENSG00000176406.16,RIMS2
25020,ENSG00000255105.1,RP11-5A11.1
25021,ENSG00000254644.1,RP11-5A11.2
25022,ENSG00000238687.1,snoU13
25023,ENSG00000239344.1,RP11-771F20.1
25024,ENSG00000216113.1,AP001572.1
25025,ENSG00000147647.8,DPYS
25026,ENSG00000164935.2,DCSTAMP
25027,ENSG00000179577.2,AP003471.1
25028,ENSG00000222158.1,AP003471.2
25029,ENSG00000266734.1,AP003471.3
25030,ENSG00000208032.1,MIR548A3
25031,ENSG00000147650.7,LRP12
25032,ENSG00000253454.1,NDUFA5P2
25033,ENSG00000253350.1,RP11-127H5.1
25034,ENSG00000263732.1,AC012564.1
25035,ENSG00000243939.1,RP11-200A13.1
25036,ENSG00000253997.1,RP11-200A13.3
25037,ENSG00000240271.1,RP11-200A13.2
25038,ENSG00000254041.1,RP11-574O7.1
25039,ENSG00000253318.1,TMCC1P1
25040,ENSG00000243171.1,RP11-273P3.1
25041,ENSG00000169946.9,ZFPM2
25042,ENSG00000253420.1,RP11-642D21.2
25043,ENSG00000254141.1,RP11-642D21.1
25044,ENSG00000243601.1,RP11-152P17.1
25045,ENSG00000251003.3,RP11-152P17.2
25046,ENSG00000253526.1,RP11-152P17.3
25047,ENSG00000201627.1,Y_RNA
25048,ENSG00000213708.6,SLC16A14P1
25049,ENSG00000254021.1,RP11-778D12.2
25050,ENSG00000254615.2,RP11-395G23.3
25051,ENSG00000164830.13,OXR1
25052,ENSG00000253582.1,RP11-649G15.2
25053,ENSG00000253676.1,TAGLN2P1
25054,ENSG00000251892.1,RNU7-84P
25055,ENSG00000174429.3,ABRA
25056,ENSG00000254146.1,HMGB1P46
25057,ENSG00000154188.5,ANGPT1
25058,ENSG00000211995.1,AP000428.1
25059,ENSG00000248838.2,PGAM1P13
25060,ENSG00000200806.1,RNA5SP275
25061,ENSG00000147655.6,RSPO2
25062,ENSG00000253228.1,NRBF2P4
25063,ENSG00000230948.1,AP001331.1
25064,ENSG00000104408.5,EIF3E
25065,ENSG00000253754.1,RP11-35G22.1
25066,ENSG00000243287.2,RPS17P14
25067,ENSG00000104412.3,EMC2
25068,ENSG00000253657.1,RP11-25P11.2
25069,ENSG00000253949.1,RP11-790J24.1
25070,ENSG00000164841.4,TMEM74
25071,ENSG00000253580.1,RP11-790J24.2
25072,ENSG00000253796.1,RP11-1084E5.1
25073,ENSG00000174417.2,TRHR
25074,ENSG00000120526.6,NUDCD1
25075,ENSG00000250267.2,RP11-122A21.2
25076,ENSG00000120533.8,ENY2
25077,ENSG00000205038.7,PKHD1L1
25078,ENSG00000254185.1,RP11-419L20.2
25079,ENSG00000147654.10,EBAG9
25080,ENSG00000147642.12,SYBU
25081,ENSG00000252559.1,SNORD112
25082,ENSG00000248050.1,RP11-422N16.3
25083,ENSG00000255099.1,RP11-25D10.2
25084,ENSG00000222729.1,RNU2-67P
25085,ENSG00000241385.1,RP11-25D10.1
25086,ENSG00000164794.4,KCNV1
25087,ENSG00000240590.1,RP11-403P13.1
25088,ENSG00000253956.1,RP11-211F2.1
25089,ENSG00000253107.1,CTD-2544L4.1
25090,ENSG00000253122.1,RP11-238I10.1
25091,ENSG00000253717.1,KB-1299A7.2
25092,ENSG00000253994.1,KB-1299A7.1
25093,ENSG00000254241.1,RP11-946L20.1
25094,ENSG00000253877.1,RP11-946L20.2
25095,ENSG00000253103.1,RP11-946L20.4
25096,ENSG00000253489.1,RP11-114O8.1
25097,ENSG00000254124.1,EEF1A1P37
25098,ENSG00000253434.1,RP11-1101K5.1
25099,ENSG00000255033.1,RP11-1101K5.2
25100,ENSG00000253156.1,RP11-58O3.1
25101,ENSG00000254262.1,RP11-58O3.2
25102,ENSG00000222146.1,RNU4-37P
25103,ENSG00000164796.13,CSMD3
25104,ENSG00000264794.1,AC024996.1
25105,ENSG00000230169.1,RPL30P16
25106,ENSG00000238656.1,snoU13
25107,ENSG00000238399.1,MIR2053
25108,ENSG00000227514.3,RP11-709P2.1
25109,ENSG00000221610.1,AC107890.1
25110,ENSG00000253207.3,RP11-67H2.1
25111,ENSG00000206719.1,Y_RNA
25112,ENSG00000254339.1,RP11-267L5.1
25113,ENSG00000253499.2,RP11-393K19.1
25114,ENSG00000253756.1,RP11-192P9.1
25115,ENSG00000104447.7,TRPS1
25116,ENSG00000227170.1,AF178030.2
25117,ENSG00000249917.2,LINC00536
25118,ENSG00000199450.1,RNA5SP276
25119,ENSG00000221793.1,AC103863.1
25120,ENSG00000264815.1,AF130343.1
25121,ENSG00000253672.1,RP11-536K17.1
25122,ENSG00000147677.6,EIF3H
25123,ENSG00000147679.7,UTP23
25124,ENSG00000164754.8,RAD21
25125,ENSG00000253327.2,RAD21-AS1
25126,ENSG00000205002.3,AARD
25127,ENSG00000164756.8,SLC30A8
25128,ENSG00000244033.2,RN7SL228P
25129,ENSG00000253271.2,RP11-1059L18.1
25130,ENSG00000253622.1,RP11-654G14.1
25131,ENSG00000240151.2,RN7SL826P
25132,ENSG00000252852.1,SNORA31
25133,ENSG00000164758.3,MED30
25134,ENSG00000239917.3,RPS10P16
25135,ENSG00000182197.6,EXT1
25136,ENSG00000177570.9,SAMD12
25137,ENSG00000225885.2,AC023590.1
25138,ENSG00000242206.2,RPS26P35
25139,ENSG00000164761.4,TNFRSF11B
25140,ENSG00000207334.1,RNU6-12P
25141,ENSG00000254247.1,RP11-278I4.1
25142,ENSG00000184374.2,COLEC10
25143,ENSG00000254278.1,RP11-278I4.2
25144,ENSG00000147676.9,MAL2
25145,ENSG00000253972.1,RP11-4K16.2
25146,ENSG00000206776.1,SNORA32
25147,ENSG00000136999.4,NOV
25148,ENSG00000253398.1,RP11-775B15.2
25149,ENSG00000254037.2,RP11-775B15.3
25150,ENSG00000136960.8,ENPP2
25151,ENSG00000253495.1,RP11-99I9.2
25152,ENSG00000201896.1,RN7SKP153
25153,ENSG00000064313.7,TAF2
25154,ENSG00000136982.5,DSCC1
25155,ENSG00000244642.2,RN7SL396P
25156,ENSG00000245330.4,KB-1471A8.1
25157,ENSG00000202356.1,RNA5SP277
25158,ENSG00000155792.5,DEPTOR
25159,ENSG00000254343.2,RP11-760H22.2
25160,ENSG00000187955.7,COL14A1
25161,ENSG00000172172.3,MRPL13
25162,ENSG00000172167.3,MTBP
25163,ENSG00000172164.9,SNTB1
25164,ENSG00000250290.1,CTC-820M8.1
25165,ENSG00000248318.1,RP11-713M15.1
25166,ENSG00000272502.1,RP11-713M15.2
25167,ENSG00000253619.1,RP11-369K17.1
25168,ENSG00000252093.1,AC011626.1
25169,ENSG00000271219.1,RP11-369K17.2
25170,ENSG00000221644.1,AC027238.1
25171,ENSG00000239872.1,RPL35AP19
25172,ENSG00000263525.1,AC022909.1
25173,ENSG00000170961.6,HAS2
25174,ENSG00000248690.2,HAS2-AS1
25175,ENSG00000254209.1,RP11-3G20.1
25176,ENSG00000248478.2,RP11-3G20.2
25177,ENSG00000254018.1,RP11-785H20.1
25178,ENSG00000254303.1,RP11-398G24.2
25179,ENSG00000253814.1,MRPS36P3
25180,ENSG00000255364.1,RP11-94A24.1
25181,ENSG00000255325.2,RP11-96B2.1
25182,ENSG00000253819.1,RP11-973F15.1
25183,ENSG00000238901.1,snoU13
25184,ENSG00000263443.1,RP11-973F15.2
25185,ENSG00000235165.2,AC016405.1
25186,ENSG00000272384.1,RP11-44N11.2
25187,ENSG00000272043.1,RP11-44N11.3
25188,ENSG00000178764.6,ZHX2
25189,ENSG00000253372.1,RP11-44N11.1
25190,ENSG00000221542.1,AC016405.2
25191,ENSG00000259631.1,RP11-557C18.4
25192,ENSG00000253607.1,RP11-557C18.3
25193,ENSG00000136986.5,DERL1
25194,ENSG00000156787.12,TBC1D31
25195,ENSG00000199678.1,RNY4P5
25196,ENSG00000253463.1,HMGB1P19
25197,ENSG00000147689.12,FAM83A
25198,ENSG00000221461.1,U3
